entity_id,entity_name,legal_name,sector,sub_sector,parent_organization,property_manager,address_line_1,city,state,zip_code,latitude,longitude,asset_status,verification_source,last_updated
OSM-IMP-00184,Irish Wheelchair Association and Respite Centre,Irish Wheelchair Association and Respite Centre,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3680744,-6.1998624,Active,OpenStreetMap,2025-11-24
OSM-IMP-00185,Robinson Hospital,Robinson Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,55.072073,-6.5058616,Active,OpenStreetMap,2025-11-24
OSM-IMP-00186,St Bricin's Military Hospital,St Bricin's Military Hospital,Healthcare,Hospital,Department of Defence,Unknown,Needs Verification,,,,53.3517887,-6.2911231,Active,OpenStreetMap,2025-11-24
OSM-IMP-00187,Killarney Community Hospital,Killarney Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.0655279,-9.5173318,Active,OpenStreetMap,2025-11-24
OSM-IMP-00188,Saint Patrick’s University Hospital,Saint Patrick’s University Hospital,Healthcare,Hospital,St. Patrick's Mental Health Services,Unknown,Steeven's Lane,Dublin,,,53.3442005,-6.2934209,Active,OpenStreetMap,2025-11-24
OSM-IMP-00189,Mace Head Research Station,Mace Head Research Station,Education,University,National University of Ireland Galway,Unknown,Needs Verification,,,,53.3265562,-9.9029006,Active,OpenStreetMap,2025-11-24
OSM-IMP-00190,MTU Tralee South Campus,MTU Tralee South Campus,Education,University,Munster Technological University,Unknown,Needs Verification,,,,52.271479,-9.6889892,Active,OpenStreetMap,2025-11-24
OSM-IMP-00191,St. Finan's Hospital,St. Finan's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.0676059,-9.5113055,Active,OpenStreetMap,2025-11-24
OSM-IMP-00192,Bon Secours Hospital,Bon Secours Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.2699908,-9.7131143,Active,OpenStreetMap,2025-11-24
OSM-IMP-00193,Our Lady of Lourdes Hospital,Our Lady of Lourdes Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.7221584,-6.3539146,Active,OpenStreetMap,2025-11-24
OSM-IMP-00194,Saint Fintan's Hospital,Saint Fintan's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.0357179,-7.2845232,Active,OpenStreetMap,2025-11-24
OSM-IMP-00195,St. Joseph's Hospital,St. Joseph's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.6576366,-8.6133453,Active,OpenStreetMap,2025-11-24
OSM-IMP-00196,Dundalk Institute of Technology - DKIT,Dundalk Institute of Technology - DKIT,Education,University,Unknown,Unknown,Dublin Road,,,,53.9831724,-6.3900683,Active,OpenStreetMap,2025-11-24
OSM-IMP-00197,Midleton Community Hospital,Midleton Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,51.9180805,-8.1718839,Active,OpenStreetMap,2025-11-24
OSM-IMP-00198,UCC School of Music and Theatre,UCC School of Music and Theatre,Education,University,University College Cork,Unknown,Dyke Parade,Cork,,,51.8967442,-8.484865,Active,OpenStreetMap,2025-11-24
OSM-IMP-00199,Royal Victoria Eye and Ear Hospital,Royal Victoria Eye and Ear Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Adelaide Road,Dublin,,,53.3328209,-6.2556581,Active,OpenStreetMap,2025-11-24
OSM-IMP-00200,"Ulster University, Jordanstown Campus","Ulster University, Jordanstown Campus",Education,University,Ulster University,Unknown,Shore Road,Newtownabbey,,BT37 0QB,54.6870837,-5.883542,Active,OpenStreetMap,2025-11-24
OSM-IMP-00201,Atlantic Technological University Galway,Atlantic Technological University Galway,Education,University,Unknown,Unknown,Needs Verification,,,,53.2835436,-9.0257371,Active,OpenStreetMap,2025-11-24
OSM-IMP-00202,St Peter's,St Peter's,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.6757038,-7.3004622,Active,OpenStreetMap,2025-11-24
OSM-IMP-00203,Dublin Institute for Advanced Studies,Dublin Institute for Advanced Studies,Education,University,Unknown,Unknown,10 Burlington Road,Dublin,,D04 C932,53.331181,-6.2459269,Active,OpenStreetMap,2025-11-24
OSM-IMP-00204,Bloomfield Health Services & Quaker House,Bloomfield Health Services & Quaker House,Healthcare,Hospital,Bloomfield Care Centre CLG,Unknown,Stocking Lane,,,D16 C6T4,53.2722253,-6.3043015,Active,OpenStreetMap,2025-11-24
OSM-IMP-00205,Trinity College Dublin,College of the Holy and Undivided Trinity of Queen Elizabeth near Dublin,Education,University,Unknown,Unknown,College Green,Dublin,,,53.3437375,-6.2544619,Active,OpenStreetMap,2025-11-24
OSM-IMP-00206,"Trinity Biomedical Sciences Institute (Trinity College, Dublin)","Trinity Biomedical Sciences Institute (Trinity College, Dublin)",Education,University,"Trinity College, Dublin",Unknown,152-160 Pearse Street,Dublin,,,53.3433586,-6.2472837,Active,OpenStreetMap,2025-11-24
OSM-IMP-00207,Royal College of Surgeons in Ireland,Royal College of Surgeons in Ireland,Education,University,Unknown,Unknown,Needs Verification,,,,53.3391784,-6.2626155,Active,OpenStreetMap,2025-11-24
OSM-IMP-00208,Belfast City Hospital,Belfast City Hospital,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,51 Lisburn Road,Belfast,,BT9 7AB,54.587348,-5.9443858,Active,OpenStreetMap,2025-11-24
OSM-IMP-00209,"North West Independent Hospital, Ballykelly","North West Independent Hospital, Ballykelly",Healthcare,Hospital,Unknown,Unknown,Main Street,Ballykelly,,BT49 9HS,55.0454705,-7.0136224,Active,OpenStreetMap,2025-11-24
OSM-IMP-00210,TUS Clonmel Digital Campus,TUS Clonmel Digital Campus,Education,University,Technological University of the Shannon: Midlands Midwest,Unknown,Frank Drohan Road,Clonmel,,E91D896,52.3648005,-7.7055273,Active,OpenStreetMap,2025-11-24
OSM-IMP-00211,Sacred Heart University Dingle Campus,Sacred Heart University Dingle Campus,Education,University,Sacred Heart University,Unknown,Sráid Eoin,Dingle,,V92V593,52.1393028,-10.267036,Active,OpenStreetMap,2025-11-24
OSM-IMP-00212,Royal Irish Academy of Music,Royal Irish Academy of Music,Education,University,Unknown,Unknown,36-38 Westland Row,Dublin,,,53.3423274,-6.2496974,Active,OpenStreetMap,2025-11-24
OSM-IMP-00213,Moyle Hospital,Moyle Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.8543825,-5.817609,Active,OpenStreetMap,2025-11-24
OSM-IMP-00214,Mercy University Hospital,Mercy University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Grenville Place,,,T12 WE28,51.8989322,-8.4824487,Active,OpenStreetMap,2025-11-24
OSM-IMP-00215,St. John's Hospital Limerick,St. John's Hospital Limerick,Healthcare,Hospital,Unknown,Unknown,New Road,Limerick,,,52.6633523,-8.6167955,Active,OpenStreetMap,2025-11-24
OSM-IMP-00216,Naas General Hospital,Naas General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.2113879,-6.6609706,Active,OpenStreetMap,2025-11-24
OSM-IMP-00217,Wexford General Hospital,Wexford General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Newtown Road,Wexford,,,52.3431683,-6.4818362,Active,OpenStreetMap,2025-11-24
OSM-IMP-00218,Ennis Hospital,Ennis Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.85109,-8.9832841,Active,OpenStreetMap,2025-11-24
OSM-IMP-00219,South Tipperary General Hospital,South Tipperary General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.355711,-7.7157174,Active,OpenStreetMap,2025-11-24
OSM-IMP-00220,Questum Enterprise Centre,Questum Enterprise Centre,Education,University,Technological University of the Shannon: Midlands Midwest,Unknown,Needs Verification,,,E91 V329,52.3579362,-7.7424285,Active,OpenStreetMap,2025-11-24
OSM-IMP-00221,Saint Felim's Hospital,Saint Felim's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.0047226,-7.3580495,Active,OpenStreetMap,2025-11-24
OSM-IMP-00222,"Westland Square (Trinity College, Dublin)","Westland Square (Trinity College, Dublin)",Education,University,"Trinity College, Dublin",Unknown,8 Westland Square,Dublin,,,53.343798,-6.2467992,Active,OpenStreetMap,2025-11-24
OSM-IMP-00224,Lurgan Hospital,Lurgan Hospital,Healthcare,Hospital,Unknown,Unknown,Union Street,,,,54.4564919,-6.3390073,Active,OpenStreetMap,2025-11-24
OSM-IMP-00225,Griffith College Cork,Griffith College Cork,Education,University,Bellerophon Limited,Unknown,Wellington Road,Cork,,,51.904068,-8.4607351,Active,OpenStreetMap,2025-11-24
OSM-IMP-00226,Dublin City University Innovation Campus,Dublin City University Innovation Campus,Education,University,Dublin City University,Unknown,Needs Verification,,,,53.3764394,-6.2706941,Active,OpenStreetMap,2025-11-24
OSM-IMP-00227,St. Mary's University College,St. Mary's University College,Education,University,Unknown,Unknown,191 Falls Road,Belfast,,BT12 6FE,54.5938551,-5.9613435,Active,OpenStreetMap,2025-11-24
OSM-IMP-00229,Musgrave Park Hospital,Musgrave Park Hospital,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,Needs Verification,,,,54.5688772,-5.9780581,Active,OpenStreetMap,2025-11-24
OSM-IMP-00230,"Institute of Art, Design + Technology","Institute of Art, Design + Technology",Education,University,Unknown,Unknown,Kill Avenue,Dún Laoghaire,,A96 KH79,53.2800609,-6.1522795,Active,OpenStreetMap,2025-11-24
OSM-IMP-00231,Saint Ita's Community Hospital,Saint Ita's Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.455637,-9.0545112,Active,OpenStreetMap,2025-11-24
OSM-IMP-00232,ATU Mayo Campus,ATU Mayo Campus,Education,University,Atlantic Technological University,Unknown,Westport Road,Castlebar,,F23 X853,53.8495663,-9.3044433,Active,OpenStreetMap,2025-11-24
OSM-IMP-00233,The National Maternity Hospital,The National Maternity Hospital,Healthcare,Hospital,Unknown,Unknown,Holles Street,,,,53.3401458,-6.245786,Active,OpenStreetMap,2025-11-24
OSM-IMP-00234,Mater Infirmorum Hospital,Mater Infirmorum Hospital,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,45-54 Crumlin Road,Belfast,,BT14 6AB,54.6087456,-5.9394251,Active,OpenStreetMap,2025-11-24
OSM-IMP-00235,Riddel Hall,Riddel Hall,Education,University,Unknown,Unknown,Needs Verification,,,,54.5757132,-5.935306,Active,OpenStreetMap,2025-11-24
OSM-IMP-00236,University square,University square,Education,University,Unknown,Unknown,Needs Verification,,,,54.585672,-5.9341959,Active,OpenStreetMap,2025-11-24
OSM-IMP-00238,Garda College,Garda College,Education,University,Garda Síochána,Unknown,Needs Verification,Templemore,,,52.7913113,-7.8420181,Active,OpenStreetMap,2025-11-24
OSM-IMP-00239,Knockbracken Healthcare Park,Knockbracken Healthcare Park,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,Needs Verification,,,,54.5394881,-5.9060059,Active,OpenStreetMap,2025-11-24
OSM-IMP-00240,Cluain Lir Care Centre,Cluain Lir Care Centre,Healthcare,Hospital,Health Service Executive,Unknown,Longford Road,Mullingar,,N91 T267,53.5360245,-7.352134,Active,OpenStreetMap,2025-11-24
OSM-IMP-00241,St. Mary's Hospital - Castleblayney,St. Mary's Hospital - Castleblayney,Healthcare,Hospital,Unknown,Unknown,Needs Verification,Castleblayney,,,54.1201856,-6.7447244,Active,OpenStreetMap,2025-11-24
OSM-IMP-00242,Law Society of Ireland,Law Society of Ireland,Education,University,Unknown,Unknown,Blackhall Place,Dublin,,,53.3486305,-6.2835295,Active,OpenStreetMap,2025-11-24
OSM-IMP-00243,Lagan Valley Hospital,Lagan Valley Hospital,Healthcare,Hospital,South Eastern Health and Social Care Trust,Unknown,39 Hillsborough Road,Lisburn,,BT28 1JP,54.5050966,-6.0448904,Active,OpenStreetMap,2025-11-24
OSM-IMP-00244,Falcarragh Medical Centre,Falcarragh Medical Centre,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,55.1376544,-8.1006896,Active,OpenStreetMap,2025-11-24
OSM-IMP-00245,The Royal Hospitals,The Royal Hospitals,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,274 Grosvenor Road,Belfast,,BT12 6BA,54.5925179,-5.9549746,Active,OpenStreetMap,2025-11-24
OSM-IMP-00246,Causeway Hospital,Causeway Hospital,Healthcare,Hospital,Northern Health and Social Care Trust,Unknown,4 Newbridge Road,Coleraine,,BT52 1HS,55.1244292,-6.6508943,Active,OpenStreetMap,2025-11-24
OSM-IMP-00247,Mayo University Hospital,Mayo University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,John Moore Road,,,,53.8507613,-9.3040352,Active,OpenStreetMap,2025-11-24
OSM-IMP-00248,Mayo Medical Academy,Mayo Medical Academy,Education,University,National University of Ireland Galway,Unknown,Westport Road,Castlebar,,,53.8512006,-9.3042567,Active,OpenStreetMap,2025-11-24
OSM-IMP-00249,Barretstown Gang Camp,Barretstown Gang Camp,Healthcare,Hospital,The Barretstown Camp Fund Ltd.,Unknown,Needs Verification,,,W91 RDX6,53.1527301,-6.5976935,Active,OpenStreetMap,2025-11-24
OSM-IMP-00250,Sacred Heart Hospital,Sacred Heart Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.8629792,-9.2990856,Active,OpenStreetMap,2025-11-24
OSM-IMP-00251,Armagh Community Hospital,Armagh Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.3507259,-6.6424642,Active,OpenStreetMap,2025-11-24
OSM-IMP-00252,St Lukes Hospital,St Lukes Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.3619936,-6.6530973,Active,OpenStreetMap,2025-11-24
OSM-IMP-00253,Moorepark Food Research Centre,Moorepark Food Research Centre,Education,University,Teagasc,Unknown,Moorepark,Fermoy,,P61 C996,52.1631208,-8.2625668,Active,OpenStreetMap,2025-11-24
OSM-IMP-00254,Thompson House Hospital,Thompson House Hospital,Healthcare,Hospital,South Eastern Health and Social Care Trust,Unknown,Needs Verification,,,,54.5186753,-6.0492655,Active,OpenStreetMap,2025-11-24
OSM-IMP-00255,Ballina District Hospital,Ballina District Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.1145705,-9.1653278,Active,OpenStreetMap,2025-11-24
OSM-IMP-00256,"Technological University Dublin, Aungier Street Campus","Technological University Dublin, Aungier Street Campus",Education,University,Technological University Dublin,Unknown,Aungier Street,Dublin,,,53.3388494,-6.2672943,Active,OpenStreetMap,2025-11-24
OSM-IMP-00257,Children's Health Ireland at Crumlin,Children's Health Ireland at Crumlin,Healthcare,Hospital,Health Service Executive,Unknown,Drimnagh Road,Dublin,,D12N512,53.3245419,-6.3219463,Active,OpenStreetMap,2025-11-24
OSM-IMP-00259,Saint John's Community Hospital and Community Service,Saint John's Community Hospital and Community Service,Healthcare,Hospital,Health Service Executive,Unknown,Munster Hill,New Ross,,,52.4956885,-6.5758661,Active,OpenStreetMap,2025-11-24
OSM-IMP-00260,Hospital Grounds New Ross,Hospital Grounds New Ross,Healthcare,Hospital,Unknown,Unknown,Hospital Road,New Ross,,,52.389359,-6.9389135,Active,OpenStreetMap,2025-11-24
OSM-IMP-00261,Monaghan General Hospital,Monaghan General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,High Street,Monaghan,,H18 NV91,54.249822,-6.9741199,Active,OpenStreetMap,2025-11-24
OSM-IMP-00262,Ely Hospital,Ely Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Ferrybank,Wexford,,,52.3457643,-6.4548537,Active,OpenStreetMap,2025-11-24
OSM-IMP-00263,South Tyrone Hospital,South Tyrone Hospital,Healthcare,Hospital,Southern Health and Social Care Trust,Unknown,Carland Road,Dungannon,,BT71 4AU,54.5102054,-6.769264,Active,OpenStreetMap,2025-11-24
OSM-IMP-00264,Whiteabbey Hospital,Whiteabbey Hospital,Healthcare,Hospital,Unknown,Unknown,Doagh Road,Newtownabbey,,BT37 9RH,54.6713942,-5.9091895,Active,OpenStreetMap,2025-11-24
OSM-IMP-00265,TUS Thurles Campus,TUS Thurles Campus,Education,University,Technological University of the Shannon: Midlands Midwest,Unknown,Needs Verification,Thurles,,,52.6865964,-7.8270381,Active,OpenStreetMap,2025-11-24
OSM-IMP-00266,Kanturk Community Hospital,Kanturk Community Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.1761463,-8.91634,Active,OpenStreetMap,2025-11-24
OSM-IMP-00267,Burren College of Art,Burren College of Art,Education,University,Unknown,Unknown,Needs Verification,,,,53.1036486,-9.1695288,Active,OpenStreetMap,2025-11-24
OSM-IMP-00268,Mater Private Hospital,Mater Private Hospital,Healthcare,Hospital,Unknown,Unknown,81-84 Dorset Street Upper,,,,53.3568602,-6.2649614,Active,OpenStreetMap,2025-11-24
OSM-IMP-00269,Incorporated Orthopaedic Hospital of Ireland,Incorporated Orthopaedic Hospital of Ireland,Healthcare,Hospital,Unknown,Unknown,Blackheath Park,,,,53.3672912,-6.2022513,Active,OpenStreetMap,2025-11-24
OSM-IMP-00270,Newcastle Hospital,Newcastle Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,Greystones,,,53.0802983,-6.097742,Active,OpenStreetMap,2025-11-24
OSM-IMP-00271,St. Loman's Hospital,St. Loman's Hospital,Healthcare,Hospital,Unknown,Unknown,Lucan Road,,,D20 HK69,53.3566853,-6.407632,Active,OpenStreetMap,2025-11-24
OSM-IMP-00273,National Forensic Mental Health Service,National Forensic Mental Health Service,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.4891779,-6.1200476,Active,OpenStreetMap,2025-11-24
OSM-IMP-00274,Fermoy Community Hospital,Fermoy Community Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.1387108,-8.2566546,Active,OpenStreetMap,2025-11-24
OSM-IMP-00276,Kilrock House,Kilrock House,Healthcare,Hospital,Mental Health Commission,Unknown,Kilrock Road,Howth,,,53.3852001,-6.0594404,Active,OpenStreetMap,2025-11-24
OSM-IMP-00277,St Joseph's Community Hospital,St Joseph's Community Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,51.6520393,-9.9009403,Active,OpenStreetMap,2025-11-24
OSM-IMP-00278,St. Patrick's College,St. Patrick's College,Education,University,Unknown,Unknown,Needs Verification,,,,52.6773415,-7.8071203,Active,OpenStreetMap,2025-11-24
OSM-IMP-00279,St. Edmundsbury Hospital,St. Edmundsbury Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3628084,-6.4374845,Active,OpenStreetMap,2025-11-24
OSM-IMP-00280,Dalriada Hospital,Dalriada Hospital,Healthcare,Hospital,Unknown,Unknown,1A Coleraine Road,,,BT54 6EY,55.2004365,-6.257831,Active,OpenStreetMap,2025-11-24
OSM-IMP-00281,Bangor Community Hospital,Bangor Community Hospital,Healthcare,Hospital,Unknown,Unknown,Castle Street,Bangor,,BT20 4TA,54.6584835,-5.6628391,Active,OpenStreetMap,2025-11-24
OSM-IMP-00282,UCC Lee Maltings Complex,UCC Lee Maltings Complex,Education,University,University College Cork,Unknown,Needs Verification,,,,51.8981624,-8.4836158,Active,OpenStreetMap,2025-11-24
OSM-IMP-00283,University College Cork North Mall Campus,University College Cork North Mall Campus,Education,University,University College Cork,Unknown,Needs Verification,,,,51.8995038,-8.4874067,Active,OpenStreetMap,2025-11-24
OSM-IMP-00284,Waterford Residential Care Centre,Waterford Residential Care Centre,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.2501257,-7.1027261,Active,OpenStreetMap,2025-11-24
OSM-IMP-00285,Donegal District Hospital,Donegal District Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.6555793,-8.0990925,Active,OpenStreetMap,2025-11-24
OSM-IMP-00286,MaREI Centre,MaREI Centre,Education,University,University College Cork,Unknown,Needs Verification,,,,51.8335164,-8.303529,Active,OpenStreetMap,2025-11-24
OSM-IMP-00287,"University Maternity Hospital, Limerick","University Maternity Hospital, Limerick",Healthcare,Hospital,Health Service Executive,Unknown,Ennis Road,,,,52.6674412,-8.6334651,Active,OpenStreetMap,2025-11-24
OSM-IMP-00288,St. Columba's Hospital,St. Columba's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.5303401,-7.1315368,Active,OpenStreetMap,2025-11-24
OSM-IMP-00289,Atlantic Technological University Killybegs Campus,Atlantic Technological University Killybegs Campus,Education,University,ATU,Unknown,Shore Road,Killybegs,,F94 DV52,54.6311193,-8.4446019,Active,OpenStreetMap,2025-11-24
OSM-IMP-00290,MTU Crawford College of Art & Design,MTU Crawford College of Art & Design,Education,University,Munster Technological University,Unknown,Sharman Crawford Street,Cork,,T12XK25,51.8951011,-8.4818416,Active,OpenStreetMap,2025-11-24
OSM-IMP-00291,Our Lady's Hospital,Our Lady's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.3036745,-8.166855,Active,OpenStreetMap,2025-11-24
