entity_id,entity_name,legal_name,sector,sub_sector,parent_organization,property_manager,address_line_1,city,state,zip_code,latitude,longitude,asset_status,verification_source,last_updated
OSM-IMP-00048,UCD Richview,UCD Richview,Education,University,Unknown,Unknown,Needs Verification,,,,53.3110416,-6.2353682,Active,OpenStreetMap,2025-11-24
OSM-IMP-00049,Saint Joseph's Hospital,Saint Joseph's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3877734,-6.4319244,Active,OpenStreetMap,2025-11-24
OSM-IMP-00050,Ards Hospital,Ards Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.5938304,-5.7055973,Active,OpenStreetMap,2025-11-24
OSM-IMP-00051,University Hospital Galway,University Hospital Galway,Healthcare,Hospital,Health Service Executive,Unknown,Newcastle Road,Galway,,,53.2770606,-9.0668613,Active,OpenStreetMap,2025-11-24
OSM-IMP-00052,TU Dublin Aeronautical Engineering,TU Dublin Aeronautical Engineering,Education,University,Unknown,Unknown,Needs Verification,Cloghran,,,53.4263374,-6.2228712,Active,OpenStreetMap,2025-11-24
OSM-IMP-00053,Merlin Park University Hospital,Merlin Park University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.2779979,-8.9952606,Active,OpenStreetMap,2025-11-24
OSM-IMP-00054,Cherry Orchard Hospital,Cherry Orchard Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Ballyfermot Road,,,,53.3430617,-6.3779167,Active,OpenStreetMap,2025-11-24
OSM-IMP-00055,University College Cork Main Campus,University College Cork Main Campus,Education,University,University College Cork,Unknown,College Road,Cork,,T12 K8AF,51.8936015,-8.4929321,Active,OpenStreetMap,2025-11-24
OSM-IMP-00056,University College Cork Mardyke Sport Complex,University College Cork Mardyke Sport Complex,Education,University,Unknown,Unknown,Needs Verification,,,,51.8951822,-8.5010526,Active,OpenStreetMap,2025-11-24
OSM-IMP-00057,St. James's Hospital,St. James's Hospital,Healthcare,Hospital,Health Service Executive,Unknown,James's Street,Dublin,,D08 NHY1,53.3401189,-6.2957732,Active,OpenStreetMap,2025-11-24
OSM-IMP-00058,Children's Health Ireland at Crumlin,Children's Health Ireland at Crumlin,Healthcare,Hospital,Health Service Executive,Unknown,Cooley Road,Dublin,,D12N512,53.3261478,-6.318888,Active,OpenStreetMap,2025-11-24
OSM-IMP-00059,Dublin City University Saint Patrick's Campus,Dublin City University Saint Patrick's Campus,Education,University,Dublin City University,Unknown,Drumcondra Road Upper,Dublin,,,53.3711709,-6.2559592,Active,OpenStreetMap,2025-11-24
OSM-IMP-00060,University Hospital Waterford,University Hospital Waterford,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.2489606,-7.0788606,Active,OpenStreetMap,2025-11-24
OSM-IMP-00061,South Infirmary-Victoria University Hospital,South Infirmary-Victoria University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Old Blackrock Road,Cork,,T12 X23H,51.8935797,-8.4641716,Active,OpenStreetMap,2025-11-24
OSM-IMP-00062,Technological University Dublin - Bolton Street Campus,Technological University Dublin - Bolton Street Campus,Education,University,Technological University Dublin,Unknown,Bolton Street,Dublin,,,53.351221,-6.268641,Active,OpenStreetMap,2025-11-24
OSM-IMP-00063,Mater Misericordiae University Hospital,Mater Misericordiae University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,North Circular Road,,,,53.3592622,-6.2671018,Active,OpenStreetMap,2025-11-24
OSM-IMP-00064,Mater Private Hospital,Mater Private Hospital,Healthcare,Hospital,Unknown,Unknown,Eccles Street,Dublin 7,,D07 WKW8,53.3581067,-6.2644738,Active,OpenStreetMap,2025-11-24
OSM-IMP-00065,Maynooth University North Campus,Maynooth University North Campus,Education,University,"National University of Ireland, Maynooth",Unknown,Needs Verification,,,,53.3846863,-6.60088,Active,OpenStreetMap,2025-11-24
OSM-IMP-00066,Maynooth University South Campus,Maynooth University South Campus,Education,University,"National University of Ireland, Maynooth",Unknown,Needs Verification,,,,53.3793263,-6.6007766,Active,OpenStreetMap,2025-11-24
OSM-IMP-00067,Central Remedial Clinic,Central Remedial Clinic,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3690166,-6.2014039,Active,OpenStreetMap,2025-11-24
OSM-IMP-00068,South East Technological University - West Campus,South East Technological University - West Campus,Education,University,South East Technological University,Unknown,Needs Verification,Waterford,,X91 XD96,52.2529248,-7.1820949,Active,OpenStreetMap,2025-11-24
OSM-IMP-00069,University of Limerick,University of Limerick,Education,University,Unknown,Unknown,Needs Verification,,,,52.6730814,-8.5707382,Active,OpenStreetMap,2025-11-24
OSM-IMP-00070,Nenagh General Hospital,Nenagh General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Thurles Road,Nenagh,,,52.8577881,-8.1909978,Active,OpenStreetMap,2025-11-24
OSM-IMP-00071,University of Limerick,University of Limerick,Education,University,Unknown,Unknown,Needs Verification,,,,52.6799017,-8.5723055,Active,OpenStreetMap,2025-11-24
OSM-IMP-00072,TU Dublin Sports Broombridge,TU Dublin Sports Broombridge,Education,University,Technological University Dublin,Unknown,Broombridge Road,Dublin,,,53.3725458,-6.3021201,Active,OpenStreetMap,2025-11-24
OSM-IMP-00073,South East Technological University - College Street Campus,South East Technological University - College Street Campus,Education,University,South East Technological University,Unknown,College Street,Waterford,,X91 Y074,52.2541297,-7.1164625,Active,OpenStreetMap,2025-11-24
OSM-IMP-00074,Goldsmith Hall (Trinity College Dublin),Goldsmith Hall (Trinity College Dublin),Education,University,"Trinity College, Dublin",Unknown,Pearse Street,Dublin,,,53.3437703,-6.24874,Active,OpenStreetMap,2025-11-24
OSM-IMP-00075,UPMC Whitfield,UPMC Whitfield,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.2402271,-7.1723069,Active,OpenStreetMap,2025-11-24
OSM-IMP-00076,Abbeyleix District Hospital,Abbeyleix District Hospital,Healthcare,Hospital,Unknown,Unknown,Ballinakill Road,Abbeyleix,,,52.9115426,-7.3426991,Active,OpenStreetMap,2025-11-24
OSM-IMP-00077,"Ulster University, Magee Campus","Ulster University, Magee Campus",Education,University,Ulster University,Unknown,Northland Road,Derry,,BT48 7JL,55.0058499,-7.3228996,Active,OpenStreetMap,2025-11-24
OSM-IMP-00078,Cappagh National Orthopaedic Hospital,Cappagh National Orthopaedic Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3939004,-6.3271098,Active,OpenStreetMap,2025-11-24
OSM-IMP-00079,Technological University of the Shannon: Midlands Midwest,Technological University of the Shannon: Midlands Midwest,Education,University,Technological University of the Shannon: Midlands Midwest,Unknown,Moylish Park,Limerick,,V94 EC5T,52.6761111,-8.6475624,Active,OpenStreetMap,2025-11-24
OSM-IMP-00081,Bon Secours Hospital,Bon Secours Hospital,Healthcare,Hospital,Bon Secours Health System,Unknown,Glasnevin Hill,Dublin,,D09 YN97,53.3757543,-6.2674225,Active,OpenStreetMap,2025-11-24
OSM-IMP-00082,University Hospital Limerick,University Hospital Limerick,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.6342771,-8.6527446,Active,OpenStreetMap,2025-11-24
OSM-IMP-00083,Atlantic Technological University Galway,Atlantic Technological University Galway,Education,University,Unknown,Unknown,Dublin Road,Galway,,,53.2789018,-9.0108987,Active,OpenStreetMap,2025-11-24
OSM-IMP-00084,The Meath Primary Care Centre (Former Meath Hospital),The Meath Primary Care Centre (Former Meath Hospital),Healthcare,Hospital,Health Service Executive,Unknown,1-9 Heytesbury Street,Dublin,,,53.3357254,-6.2701974,Active,OpenStreetMap,2025-11-24
OSM-IMP-00085,Saint Loman's Hospital,Saint Loman's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.5326147,-7.322173,Active,OpenStreetMap,2025-11-24
OSM-IMP-00086,St. Francis Private Hospital,St. Francis Private Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,N91 FE40,53.5142637,-7.3348933,Active,OpenStreetMap,2025-11-24
OSM-IMP-00087,Midland Regional Hospital Mullingar,Midland Regional Hospital Mullingar,Healthcare,Hospital,Health Service Executive,Unknown,Longford Road,Mullingar,,,53.5344213,-7.3489966,Active,OpenStreetMap,2025-11-24
OSM-IMP-00088,TU Dublin Tallaght,TU Dublin Tallaght,Education,University,Unknown,Unknown,Old Blessington Road,Tallaght,,,53.2910096,-6.3626961,Active,OpenStreetMap,2025-11-24
OSM-IMP-00089,Dublin City University Sports Campus,Dublin City University Sports Campus,Education,University,Dublin City University,Unknown,Ballymun Road,Dublin,,,53.3818281,-6.2705844,Active,OpenStreetMap,2025-11-24
OSM-IMP-00090,Tallaght University Hospital,"Adelaide and Meath Hospital, Dublin incorporating the National Children's Hospital",Healthcare,Hospital,Health Service Executive,Unknown,Belgard Square North,,,D24 NR0A,53.2911934,-6.3788426,Active,OpenStreetMap,2025-11-24
OSM-IMP-00091,South East Technological University - Kilkenny Road Campus,South East Technological University - Kilkenny Road Campus,Education,University,South East Technological University,Unknown,Kilkenny Road,Carlow,,R93 V960,52.825778,-6.9350075,Active,OpenStreetMap,2025-11-24
OSM-IMP-00092,MTU Bishopstown Campus,MTU Bishopstown Campus,Education,University,Munster Technological University,Unknown,Rossa Avenue,Cork,,,51.8856368,-8.5384914,Active,OpenStreetMap,2025-11-24
OSM-IMP-00093,Hermitage Medical Clinic,Hermitage Medical Clinic,Healthcare,Hospital,Hermitage Medical Clinic,Unknown,Old Lucan Road,,,D20 W722,53.3592363,-6.4057718,Active,OpenStreetMap,2025-11-24
OSM-IMP-00094,St. Columcille's Hospital,St. Columcille's Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Bray Road,,,,53.242361,-6.1328959,Active,OpenStreetMap,2025-11-24
OSM-IMP-00095,St. Michael's Hospital,St. Michael's Hospital,Healthcare,Hospital,Health Service Executive,Unknown,George's Street Lower,Dún Laoghaire,,A96 P902,53.2941298,-6.1380259,Active,OpenStreetMap,2025-11-24
OSM-IMP-00096,National Rehabilitation Hospital,National Rehabilitation Hospital,Healthcare,Hospital,Unknown,Unknown,Rochestown Avenue,Dún Laoghaire,,,53.27556,-6.1527603,Active,OpenStreetMap,2025-11-24
OSM-IMP-00097,Technological University of Dublin,Technological University of Dublin,Education,University,Unknown,Unknown,Needs Verification,,,,53.3565649,-6.2496303,Active,OpenStreetMap,2025-11-24
OSM-IMP-00098,National College of Art and Design,National College of Art and Design,Education,University,National College of Art and Design,Unknown,100 Thomas Street,Dublin,,,53.343482,-6.2785241,Active,OpenStreetMap,2025-11-24
OSM-IMP-00099,National College of Art & Design,National College of Art & Design,Education,University,Unknown,Unknown,Needs Verification,,,,53.3435643,-6.2770462,Active,OpenStreetMap,2025-11-24
OSM-IMP-00100,TU Dublin Blanchardstown,TU Dublin Blanchardstown,Education,University,Unknown,Unknown,Blanchardstown Road North,Blanchardstown,,,53.4053177,-6.3811007,Active,OpenStreetMap,2025-11-24
OSM-IMP-00101,Daisy Hill Hospital,Daisy Hill Hospital,Healthcare,Hospital,Southern Health and Social Care Trust,Unknown,5 Hospital Road,Newry,,BT35 8DR,54.1797795,-6.3508635,Active,OpenStreetMap,2025-11-24
OSM-IMP-00102,Midland Regional Hospital Tullamore,Midland Regional Hospital Tullamore,Healthcare,Hospital,Health Service Executive,Unknown,Ardan Road,Tullamore,,,53.2829962,-7.4888105,Active,OpenStreetMap,2025-11-24
OSM-IMP-00103,Saint Ita's Psychiatric Hospital,Saint Ita's Psychiatric Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.4874897,-6.1131556,Active,OpenStreetMap,2025-11-24
OSM-IMP-00104,National Maritime College of Ireland,National Maritime College of Ireland,Education,University,Munster Technological University,Unknown,Needs Verification,Ringaskiddy,,P43 XV65,51.8328179,-8.3048493,Active,OpenStreetMap,2025-11-24
OSM-IMP-00105,Saint Mary's Health Campus,Saint Mary's Health Campus,Healthcare,Hospital,Unknown,Unknown,Baker's Road,,,,51.9047514,-8.49966,Active,OpenStreetMap,2025-11-24
OSM-IMP-00106,Saint Finbarr's Hospital,Saint Finbarr's Hospital,Healthcare,Hospital,Unknown,Unknown,Douglas Road,Cork,,T12 XH60,51.8876146,-8.4610361,Active,OpenStreetMap,2025-11-24
OSM-IMP-00107,Rotunda Hospital,Rotunda Hospital,Healthcare,Hospital,Unknown,Unknown,Parnell Square West,Dublin,,D01 P5W9,53.3529779,-6.2633455,Active,OpenStreetMap,2025-11-24
OSM-IMP-00108,Bon Secours Hospital,Bon Secours Hospital,Healthcare,Hospital,Unknown,Unknown,College Road,Cork,,T12 DV56,51.8924945,-8.4974301,Active,OpenStreetMap,2025-11-24
OSM-IMP-00109,University College Cork Western Campus,University College Cork Western Campus,Education,University,Unknown,Unknown,Needs Verification,,,,51.8921223,-8.5006349,Active,OpenStreetMap,2025-11-24
OSM-IMP-00110,IPA - Institute of Public Administration,IPA - Institute of Public Administration,Education,University,Unknown,Unknown,57-61 Lansdowne Road,,,,53.3335754,-6.2299835,Active,OpenStreetMap,2025-11-24
OSM-IMP-00111,Phoenix Care Centre,Phoenix Care Centre,Healthcare,Hospital,Health Service Executive,Unknown,North Circular Road,Dublin,,D07 VPT0,53.3572814,-6.2851429,Active,OpenStreetMap,2025-11-24
OSM-IMP-00112,Blackrock Clinic,Blackrock Clinic,Healthcare,Hospital,Unknown,Unknown,Rock Road,Dublin,,A94E4X7,53.3038004,-6.1886409,Active,OpenStreetMap,2025-11-24
OSM-IMP-00113,Leopardstown Park Hospital,Leopardstown Park Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.268336,-6.2027095,Active,OpenStreetMap,2025-11-24
OSM-IMP-00114,Saint Camillus Hospital,Saint Camillus Hospital,Healthcare,Hospital,Unknown,Unknown,Shelbourne Road,Limerick,,,52.6687728,-8.6424399,Active,OpenStreetMap,2025-11-24
OSM-IMP-00115,South East Technological University - Summerhill Road Campus,South East Technological University - Summerhill Road Campus,Education,University,South East Technological University,Unknown,Summerhill Road,Wexford,,Y35 KA07,52.3343065,-6.4719328,Active,OpenStreetMap,2025-11-24
OSM-IMP-00116,South East Technological University - Hill Street Campus,South East Technological University - Hill Street Campus,Education,University,South East Technological University,Unknown,Hill Street,Wexford,,Y35 FPC2,52.3413355,-6.4686525,Active,OpenStreetMap,2025-11-24
OSM-IMP-00117,Mater Private Cork,Mater Private Cork,Healthcare,Hospital,Unknown,Unknown,City Gate,Cork,,,51.8863277,-8.4061109,Active,OpenStreetMap,2025-11-24
OSM-IMP-00118,The Lir,The Lir,Education,University,Unknown,Unknown,Pearse Street,Dublin,,,53.3421868,-6.239204,Active,OpenStreetMap,2025-11-24
OSM-IMP-00119,Mount Carmel Community Hospital,Mount Carmel Community Hospital,Healthcare,Hospital,Mowlam Healthcare,Unknown,Braemor Park,Dublin,,,53.3044944,-6.2653054,Active,OpenStreetMap,2025-11-24
OSM-IMP-00120,Barrington's Hospital,Barrington's Hospital,Healthcare,Hospital,Bon Secours Health System,Unknown,Needs Verification,,,,52.6667869,-8.6212082,Active,OpenStreetMap,2025-11-24
OSM-IMP-00121,University Hospital Kerry,University Hospital Kerry,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,Tralee,,V92 NX94,52.2658252,-9.6875883,Active,OpenStreetMap,2025-11-24
OSM-IMP-00122,Cork University Hospital,Cork University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Bishopstown Road,Cork,,,51.8833458,-8.5120707,Active,OpenStreetMap,2025-11-24
OSM-IMP-00123,Saint Mary's Hospital,Saint Mary's Hospital,Healthcare,Hospital,Unknown,Unknown,Phoenix Park,Dublin,,,53.3509128,-6.3372797,Active,OpenStreetMap,2025-11-24
OSM-IMP-00124,St. Luke's General Hospital,St. Luke's General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Freshford Road,Kilkenny,,,52.6664688,-7.2628474,Active,OpenStreetMap,2025-11-24
OSM-IMP-00125,Altnagelvin Hospital,Altnagelvin Hospital,Healthcare,Hospital,Unknown,Unknown,Glenshane Road,Derry,,BT47 6SB,54.9864391,-7.2915854,Active,OpenStreetMap,2025-11-24
OSM-IMP-00126,Gransha Park Hospital,Gransha Park Hospital,Healthcare,Hospital,Western Health and Social Care Trust,Unknown,Clooney Road,,,,55.015507,-7.278551,Active,OpenStreetMap,2025-11-24
OSM-IMP-00127,Saint John of God Hospital,Saint John of God Hospital,Healthcare,Hospital,Unknown,Unknown,Stillorgan Road,,,,53.2853729,-6.1911131,Active,OpenStreetMap,2025-11-24
OSM-IMP-00128,Hillside Farm,Hillside Farm,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3806261,-6.2554747,Active,OpenStreetMap,2025-11-24
OSM-IMP-00129,Coombe Women & Infants University Hospital,Coombe Women & Infants University Hospital,Healthcare,Hospital,Unknown,Unknown,Cork Street,Dolphin's Barn,,,53.3346769,-6.2882595,Active,OpenStreetMap,2025-11-24
OSM-IMP-00130,"Ulster University, Belfast Campus","Ulster University, Belfast Campus",Education,University,Ulster University,Unknown,York Street,Belfast,,BT15 1ED,54.6047436,-5.9296251,Active,OpenStreetMap,2025-11-24
OSM-IMP-00131,Highfield Healthcare,Highfield Healthcare,Healthcare,Hospital,Highfield Healthcare,Unknown,9 Swords Road,,,,53.3785494,-6.2453342,Active,OpenStreetMap,2025-11-24
OSM-IMP-00132,Dublin City University Glasnevin Campus,Dublin City University Glasnevin Campus,Education,University,Dublin City University,Unknown,Collins Avenue Extension,Dublin,,,53.3850647,-6.2588819,Active,OpenStreetMap,2025-11-24
OSM-IMP-00133,Dublin City University Mater Dei Campus,Dublin City University Mater Dei Campus,Education,University,Dublin City University,Unknown,Clonliffe Road,Dublin,,,53.3637553,-6.254975,Active,OpenStreetMap,2025-11-24
OSM-IMP-00134,Holy Cross College & Diocesan Centre,Holy Cross College & Diocesan Centre,Education,University,Unknown,Unknown,Clonliffe Road,Dublin,,,53.3649787,-6.2528335,Active,OpenStreetMap,2025-11-24
OSM-IMP-00135,Children's Health Ireland at Temple Street,Children's Health Ireland at Temple Street,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.3570939,-6.2615305,Active,OpenStreetMap,2025-11-24
OSM-IMP-00136,Bon Secours Hospital Galway,Bon Secours Hospital Galway,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.2777871,-9.0205464,Active,OpenStreetMap,2025-11-24
OSM-IMP-00137,Gorey District Hospital,Gorey District Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.6743637,-6.3001241,Active,OpenStreetMap,2025-11-24
OSM-IMP-00138,Saint Vincent's Hospital,Saint Vincent's Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.9984746,-6.9951015,Active,OpenStreetMap,2025-11-24
OSM-IMP-00139,Mid-Western Regional Orthopaedic Hospital,Mid-Western Regional Orthopaedic Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.5271093,-8.7122312,Active,OpenStreetMap,2025-11-24
OSM-IMP-00140,Youghal Community Hospital,Youghal Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,51.9575566,-7.8600877,Active,OpenStreetMap,2025-11-24
OSM-IMP-00141,Our Lady’s Hospital,Our Lady’s Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.6502026,-6.6974837,Active,OpenStreetMap,2025-11-24
OSM-IMP-00142,Cavan General Hospital,Cavan General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Golf Links Road,,,,54.0010654,-7.3717336,Active,OpenStreetMap,2025-11-24
OSM-IMP-00143,Saint Vincent's Hospital,Saint Vincent's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3660436,-6.2440448,Active,OpenStreetMap,2025-11-24
OSM-IMP-00144,Gheel Autism Services,Gheel Autism Services,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3676609,-6.241519,Active,OpenStreetMap,2025-11-24
OSM-IMP-00145,Saint Canice's Psychiatric Hospital,Saint Canice's Psychiatric Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.6485475,-7.2320548,Active,OpenStreetMap,2025-11-24
OSM-IMP-00146,Kilcreene Hospital,Kilcreene Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Ballycallan Road,Kilkenny,,,52.6524251,-7.2748897,Active,OpenStreetMap,2025-11-24
OSM-IMP-00147,Fairview Community Unit (Mater Hospital),Fairview Community Unit (Mater Hospital),Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3677772,-6.2432773,Active,OpenStreetMap,2025-11-24
OSM-IMP-00148,Aut Even Hospital,Aut Even Hospital,Healthcare,Hospital,Unknown,Unknown,Freshford Road,Kilkenny,,,52.6765697,-7.2702811,Active,OpenStreetMap,2025-11-24
OSM-IMP-00149,Marino Institute of Education,Marino Institute of Education,Education,University,Unknown,Unknown,Griffith Avenue,Dublin,,,53.3732358,-6.232584,Active,OpenStreetMap,2025-11-24
OSM-IMP-00151,Atlantic Technological University Connemara,Atlantic Technological University Connemara,Education,University,Unknown,Unknown,Needs Verification,,,,53.552561,-9.9474869,Active,OpenStreetMap,2025-11-24
OSM-IMP-00152,"St Stephen's Hospital, Sarsfield Court","St Stephen's Hospital, Sarsfield Court",Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,T45 VK40,51.9537296,-8.4037043,Active,OpenStreetMap,2025-11-24
OSM-IMP-00153,Everton Centre,Everton Centre,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.6161919,-5.967655,Active,OpenStreetMap,2025-11-24
OSM-IMP-00155,Mallow General Hospital,Mallow General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,52.15165,-8.6637739,Active,OpenStreetMap,2025-11-24
OSM-IMP-00156,Bantry General Hospital,Bantry General Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,51.6762219,-9.4501359,Active,OpenStreetMap,2025-11-24
OSM-IMP-00157,South West Acute Hospital,South West Acute Hospital,Healthcare,Hospital,Western Trust,Unknown,124 Irvinestown Road,Enniskillen,,BT74 6DN,54.3664932,-7.6376731,Active,OpenStreetMap,2025-11-24
OSM-IMP-00158,Cloonamahon Learning Disability Services,Cloonamahon Learning Disability Services,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.1557222,-8.4855336,Active,OpenStreetMap,2025-11-24
OSM-IMP-00159,Saint Brigid's Hospital,Saint Brigid's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3315802,-8.2055555,Active,OpenStreetMap,2025-11-24
OSM-IMP-00160,Stranmillis University College,Stranmillis University College,Education,University,Unknown,Unknown,Needs Verification,,,,54.5725771,-5.9372259,Active,OpenStreetMap,2025-11-24
OSM-IMP-00161,Portiuncula University Hospital,Portiuncula University Hospital,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,H53 T971,53.3270871,-8.2355326,Active,OpenStreetMap,2025-11-24
OSM-IMP-00162,Birr Community Hospital and Nursing Home,Birr Community Hospital and Nursing Home,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.0981363,-7.8997095,Active,OpenStreetMap,2025-11-24
OSM-IMP-00163,Dungarvan Community Hospital & Community Services,Dungarvan Community Hospital & Community Services,Healthcare,Hospital,Health Service Executive,Unknown,Springfield,,,,52.0873015,-7.6366806,Active,OpenStreetMap,2025-11-24
OSM-IMP-00164,St. Mary's Hospital,St. Mary's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.5357378,-7.3510039,Active,OpenStreetMap,2025-11-24
OSM-IMP-00165,Macroom Community Hospital,Macroom Community Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,51.9074552,-8.9675644,Active,OpenStreetMap,2025-11-24
OSM-IMP-00166,Royal Victoria Hospital,Royal Victoria Hospital,Healthcare,Hospital,Belfast Health and Social Care Trust (BHSCT) - NHS,Unknown,Needs Verification,,,,54.5947668,-5.9543819,Active,OpenStreetMap,2025-11-24
OSM-IMP-00167,Forster Green Hospital,Forster Green Hospital,Healthcare,Hospital,Belfast Health and Social Care Trust,Unknown,Needs Verification,,,,54.562309,-5.906021,Active,OpenStreetMap,2025-11-24
OSM-IMP-00168,University of Ulster at Coleraine,University of Ulster at Coleraine,Education,University,Ulster University,Unknown,Cromore Road,Coleraine,,BT52 1SA,55.1508349,-6.6774882,Active,OpenStreetMap,2025-11-24
OSM-IMP-00169,Roscommon Hospital,Roscommon Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.6245107,-8.1754144,Active,OpenStreetMap,2025-11-24
OSM-IMP-00170,St. Vincent's Private Hospital,St. Vincent's Private Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.3155696,-6.2092659,Active,OpenStreetMap,2025-11-24
OSM-IMP-00171,St Mary's Hospital,St Mary's Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,53.6113796,-7.0702182,Active,OpenStreetMap,2025-11-24
OSM-IMP-00172,Atlantic Technological University Donegal Letterkenny,Atlantic Technological University Donegal Letterkenny,Education,University,Atlantic Technological University,Unknown,Port Road,Letterkenny,,,54.9515559,-7.7206947,Active,OpenStreetMap,2025-11-24
OSM-IMP-00173,Kenmare Public Hospital,Kenmare Public Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,51.8889896,-9.5816498,Active,OpenStreetMap,2025-11-24
OSM-IMP-00174,Muckamore Abbey Hospital,Muckamore Abbey Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.6924436,-6.1878393,Active,OpenStreetMap,2025-11-24
OSM-IMP-00175,Antrim Area Hospital,Antrim Area Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,Antrim,,BT41 2RL,54.7330326,-6.1891332,Active,OpenStreetMap,2025-11-24
OSM-IMP-00176,Holywell Hospital,Holywell Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,54.7327846,-6.2076337,Active,OpenStreetMap,2025-11-24
OSM-IMP-00177,UCD Michael Smurfit Graduate Business School,UCD Michael Smurfit Graduate Business School,Education,University,University College Dublin,Unknown,Needs Verification,,,,53.2958056,-6.1843941,Active,OpenStreetMap,2025-11-24
OSM-IMP-00178,Cahercalla Hospital,Cahercalla Hospital,Healthcare,Hospital,Unknown,Unknown,Needs Verification,,,,52.8325595,-9.0042012,Active,OpenStreetMap,2025-11-24
OSM-IMP-00179,Midland Regional Hospital Portlaoise,Midland Regional Hospital Portlaoise,Healthcare,Hospital,Health Service Executive,Unknown,Needs Verification,,,,53.0375537,-7.2753556,Active,OpenStreetMap,2025-11-24
OSM-IMP-00180,MTU Tralee North Campus,MTU Tralee North Campus,Education,University,Munster Technological University,Unknown,Needs Verification,,,,52.2889392,-9.6700504,Active,OpenStreetMap,2025-11-24
OSM-IMP-00181,Downe Hospital,Downe Hospital,Healthcare,Hospital,Unknown,Unknown,2 Struell Wells Road,Downpatrick,,BT30 6RL,54.3221659,-5.6941021,Active,OpenStreetMap,2025-11-24
OSM-IMP-00182,RCSI Reservoir House,RCSI Reservoir House,Education,University,Royal College of Surgeons in Ireland,Unknown,Ballymoss Road,Sandyford Industrial Estate,,,53.2785066,-6.2097864,Active,OpenStreetMap,2025-11-24
OSM-IMP-00183,Braid Valley Care Complex,Braid Valley Care Complex,Healthcare,Hospital,Northern Health and Social Care Trust,Unknown,Cushendall Road,Ballymena,,BT43 6HL,54.8749648,-6.272589,Active,OpenStreetMap,2025-11-24
